ProductionVolume,ProductionCost,SupplierQuality,DefectRate,QualityScore,MaintenanceHours,AdditiveMaterialCost,DefectStatus
485,6487.671494,91.18436264,3.125238045,90.48684422,1,432.1747665,1
291,11022.41474,90.29484388,3.87494143,95.05942452,19,405.9481677,1
376,17001.06453,81.99159427,2.794504767,94.08558255,5,141.8982836,0
260,8060.534519,80.32056313,0.971701884,98.59531977,21,423.0116855,1
559,13326.27424,99.27370377,4.36231101,83.25539581,0,343.6094092,1
413,15996.06944,87.53972335,1.893940624,96.34622245,7,392.7634444,0
121,14239.78175,92.06426124,4.870838571,92.34053093,17,491.2281119,1
352,7820.371019,81.59430146,1.030370489,95.78670497,20,177.7764708,1
847,10330.76853,93.66228571,4.812130275,60.46506405,3,301.7527843,1
956,16756.87677,98.65133417,0.909553131,98.63611967,4,401.3407786,1
660,13313.39771,91.51330506,1.539662621,78.94120651,4,273.4625403,0
574,5078.444203,82.52230645,0.709609739,91.92731958,14,121.8612332,1
158,16414.8614,91.63443055,3.67300916,65.08816477,9,144.5755596,1
610,5529.670324,95.32694426,4.326344315,75.83764383,7,340.836789,1
781,16186.00674,88.12833073,2.453319868,70.85842652,6,214.0016586,1
575,8037.208402,97.59675496,4.678349338,71.66635082,11,155.1362589,1
799,19371.1022,92.97365907,3.156345823,64.9302248,10,235.956799,1
882,10519.11127,97.98497837,3.33503211,92.2305533,12,180.3923728,1
289,9903.974245,92.47010622,4.304386408,60.36969258,14,109.5757866,1
786,7233.320755,82.62575944,1.835600923,72.50021828,16,160.7255954,1
662,9584.063232,86.19383422,2.094195746,66.97642173,21,453.2311844,1
975,18149.76143,84.03589897,4.576783636,83.56155762,21,104.814913,1
666,19945.01506,98.17652995,4.554335732,70.1700961,17,409.5401214,1
343,10524.64296,95.20800135,4.894172493,70.35993818,7,401.3844423,1
931,11729.15946,93.52796738,4.558272424,79.53352576,5,325.6950753,1
604,15831.06407,86.01932639,1.073174162,86.10756157,10,183.3791063,0
230,18292.93671,83.68089544,4.206759288,64.85218818,8,451.2236897,1
584,13895.66501,95.12902176,2.344273151,67.0204581,4,290.0302275,1
918,10872.88547,89.48315892,4.958606102,69.88698978,6,169.2824916,1
746,11189.32761,84.51579104,2.625264339,98.94992856,21,271.609037,1
120,15434.2722,92.33243956,2.992262371,75.8861,14,177.9668911,1
940,5048.273954,80.80667704,2.883987119,83.95960363,20,250.4031365,1
266,14293.84006,86.52340508,1.947816634,69.66171251,21,298.6751084,1
373,10332.39516,89.37113989,0.8375994,79.61838101,3,243.9603559,0
487,16912.95997,82.95916668,4.530430537,62.96476698,18,362.8177096,1
700,6394.859597,99.69308955,4.112041156,61.38968584,12,474.3671216,1
415,13823.034,84.18194729,1.127870513,78.74934107,0,239.2597391,0
113,12214.59335,82.6070626,3.995457221,75.9463715,0,242.2958055,1
341,14634.88289,84.07069748,3.316309997,65.47521279,21,395.3209882,1
876,5972.803917,95.38122266,2.341147046,87.50405716,13,312.2363726,1
445,13699.75681,88.51011319,1.643095171,99.71613964,8,271.5357758,0
664,13422.26882,91.3083188,4.368779526,75.82587285,23,425.5232754,1
997,13409.90142,80.42018314,3.650847167,84.98234544,11,456.4144269,1
439,14052.315,80.68862617,2.964829593,98.51903769,17,336.2346424,1
191,15147.01906,88.916511,3.243058403,93.2613989,8,174.0413091,1
466,17074.835,96.33310486,0.909797819,78.54208893,7,286.5143556,0
554,9047.310802,97.70477757,2.632638924,89.49957938,13,301.7482649,1
527,17375.74115,81.73413135,1.371651318,65.12540161,8,272.8829428,1
608,12473.83523,90.76726204,1.437726556,80.48415422,19,204.9727515,1
875,6155.874187,98.26459373,3.47586783,71.16241109,1,288.9287231,1
134,5878.263939,87.75945509,4.600652683,66.44654752,0,278.6184608,1
305,10013.57478,96.59131663,2.316904747,77.05123625,12,183.7974096,1
180,16773.45466,82.67391309,1.434871729,65.24058218,9,461.3722609,1
661,15615.21402,98.70788979,3.419361218,87.95940433,7,454.1363803,1
971,16829.22447,95.02846635,4.420341709,78.24960176,6,403.8465714,1
487,12759.03585,98.82668786,3.867434605,81.2457853,23,260.378631,1
101,11602.98497,93.53234467,4.409407537,65.85503755,11,248.1367632,1
489,7211.787901,87.26807864,2.91449602,65.59086644,16,386.586151,1
665,9922.891304,98.76362345,3.8834431,83.33661741,11,343.247694,1
205,11510.29049,85.51133553,1.130290517,99.40038991,15,340.2393296,1
871,6329.006445,86.64345044,2.067235769,63.85002333,9,149.644611,1
921,8309.179291,94.01616836,2.25297124,71.42925714,11,347.3135121,1
576,13973.37941,95.30632599,2.800830858,94.77836466,10,460.7452044,0
802,16034.94671,98.58806968,4.680843621,62.89088049,13,134.3265883,1
501,19975.21267,84.09604818,4.434334521,95.03542885,21,235.6685196,1
829,18996.69997,95.9599607,1.105364715,80.97143933,19,303.6057166,1
655,14638.47799,94.77092107,1.277553433,76.33067096,12,374.4037979,1
261,11318.7208,81.27589113,2.109382473,72.38722257,1,135.8539718,1
301,14542.66047,87.74446282,1.808347397,71.88468633,19,449.1224773,1
369,16784.77427,85.65530914,3.266469289,72.2321033,6,116.2182482,1
962,6775.042864,86.08980849,4.562492215,95.39212324,0,443.0758667,1
915,11148.57335,99.65893759,4.830311938,88.95180921,2,111.0607023,1
370,17597.03428,92.85554827,3.441213286,86.78892031,19,161.4093217,1
555,10757.49428,94.35352316,4.271716406,91.94996596,11,420.1295309,1
561,13578.08407,99.53235275,2.863409901,70.28458652,4,444.0657749,1
826,13816.54041,87.54403565,1.437471261,84.72171248,11,492.9063317,1
351,7767.143797,96.03680337,2.861097854,78.40264956,2,146.2859313,0
801,10433.53162,88.69061927,2.997871706,91.29766541,19,310.5804464,1
395,10017.66933,97.39067344,3.841059039,72.37024442,4,130.8623306,1
824,5392.950628,83.61315083,1.489473454,85.72714467,0,162.5630504,1
819,5362.876458,98.95372354,2.157396719,95.28849647,15,169.7975432,1
848,17475.45566,84.37543417,2.138123611,76.08601905,8,125.3553006,1
437,9096.06215,86.52441014,4.817478181,62.66488349,9,457.1919224,1
978,12771.18149,95.12384468,2.497752321,80.64203289,9,150.5422072,1
152,9480.883604,87.87510283,3.897922853,73.83889951,12,351.7363372,1
891,19110.18868,92.16422754,3.878651216,86.88901522,15,350.2988258,1
316,8889.451383,88.89147002,1.694948832,98.04131699,19,179.4580821,1
863,11444.85219,94.84739874,3.073413602,79.42433272,3,499.3645045,1
287,18090.95376,84.56662505,4.52436302,78.64760921,13,238.9471093,1
479,17629.0035,81.16915974,2.638389738,86.18339201,16,462.0377484,1
592,7791.521268,85.99858795,4.753028783,64.13990014,4,479.3138929,1
140,17039.64965,89.4861733,1.465062032,70.14024756,12,479.5955257,1
256,11872.8033,83.36040104,0.833715976,96.75917302,2,401.135035,0
114,12244.53308,87.09594579,4.511542429,86.79770453,4,201.5220021,1
912,7002.199586,87.99966037,4.314565391,60.53776176,15,148.2621407,1
164,6209.022706,81.14783687,4.966654442,68.1850189,18,327.9539909,1
956,15919.0896,91.66614496,3.557270697,87.31349064,18,244.0156524,1
938,12446.91729,97.68686856,4.71509567,90.5759681,16,432.4156047,1
620,11552.76054,83.03485826,4.221270613,93.59438291,17,397.996021,1
443,15942.62343,91.95616027,4.299918499,71.68707214,17,210.5873185,1
228,16482.69348,93.2947841,3.061137067,97.24114385,22,106.8060935,1
747,7383.622515,88.38669361,2.220640691,82.11787574,7,194.9263036,0
571,14153.37724,94.02195175,4.705511326,87.8615609,17,326.8462337,1
162,7030.311234,88.21463087,2.44452729,83.86955451,8,131.5989889,0
238,16270.62629,90.09274576,2.924687153,64.90960219,18,363.3090399,1
598,14854.32734,80.14706089,2.507514382,98.52458638,9,368.6785139,0
692,19349.21932,93.83440228,3.041682413,64.9150232,1,167.7575689,1
491,6034.370245,93.22685358,2.617272855,70.19527826,16,338.5272936,1
774,5855.820817,80.76801755,0.715854014,92.54511521,23,342.7885712,1
518,9232.80612,87.36500215,4.469216837,84.74387846,12,291.1912585,1
388,8925.585256,99.58063682,2.499772185,93.52596662,10,481.298323,0
478,8704.681986,88.41473125,3.150246418,80.62944753,15,143.2652721,1
872,18593.81871,90.0389081,1.126345112,75.07972941,19,262.6502675,1
589,8743.192998,98.19860316,0.515245316,96.87381998,6,453.1683089,0
330,9079.245892,94.34523752,1.603805421,61.4500927,2,254.525607,1
140,16390.97394,91.64140262,3.670637145,94.24520881,15,269.8558436,1
127,11746.09764,95.95609363,0.946375386,69.23271141,18,367.3095522,1
234,16650.65835,97.28732533,4.589993482,93.94945311,19,366.2254198,1
300,5980.492363,89.13776143,1.467601562,65.56786454,15,109.1607834,1
939,12313.56791,89.5021673,1.420671264,83.20875855,1,282.2789704,1
879,5504.204003,87.72101871,1.316785827,95.52431676,13,233.4047379,1
132,5939.798052,99.3341228,0.562917708,78.94158588,19,351.0780989,1
147,18596.5618,93.94332509,3.973124608,89.86266695,9,322.2809263,1
602,7088.680567,81.66446132,4.437655391,92.18686471,18,360.3446508,1
506,12986.31023,97.25919247,3.263732162,89.45976835,23,361.5069546,1
673,11166.43404,89.61119882,1.346899918,97.01318947,10,201.9487445,0
827,10210.14989,81.37507813,1.783750986,77.87336922,17,198.5859058,1
904,18497.50019,90.9943451,2.641670138,66.92501757,10,248.112958,1
198,5327.350952,88.34328558,4.794556782,61.91244255,8,196.7833842,1
783,14956.84529,97.5549881,1.613081173,69.85839479,18,373.1232311,1
971,19450.91651,84.07989207,3.792406568,65.72790016,19,341.1463901,1
825,13402.52275,96.52929219,2.477517005,82.31794966,9,186.5548027,1
646,19052.33693,91.15377382,1.840313068,67.39781349,2,453.6419235,1
838,5783.868189,81.09220606,2.551621717,61.55734829,2,284.265046,1
712,11281.89979,99.43690603,0.820430229,61.43959315,23,150.8212893,1
561,8902.366864,90.25230488,4.094093169,93.26277993,7,185.1862352,1
742,15962.31447,85.81753708,1.594858676,83.65799726,5,315.9402253,0
868,19719.45636,89.38813684,3.764354554,74.32341208,19,235.3696066,1
104,8847.950937,97.15715567,0.807567672,95.76912171,0,440.4887746,0
317,14812.61902,86.09806249,4.797943503,62.80786446,19,297.894163,1
602,7971.464491,83.85352793,1.368567434,99.21288291,23,466.1179202,1
866,13479.95382,82.58142494,4.472339343,84.65167161,5,140.7305924,1
497,11958.9873,85.95718797,4.142629443,67.33857016,1,367.4372532,1
970,19580.07994,95.60096174,4.855369658,87.16276396,18,454.3139409,1
894,14127.90909,89.4325273,2.650507974,90.53525039,6,217.1721902,1
492,10242.59558,84.54963207,3.773287822,77.17371133,10,154.2750385,1
306,6711.436773,83.32369999,2.168197957,94.46530425,10,282.6578952,0
114,7268.702431,86.65458953,1.329657071,66.02929629,3,484.5336905,1
957,8379.753949,98.79848746,2.493841698,71.15350334,19,353.3847702,1
653,8764.49992,86.86053425,1.245870569,63.73969446,15,357.5907884,1
991,17759.24087,99.76248152,4.919200803,68.43511362,4,368.6005018,1
560,13418.34182,89.70460912,0.93310921,69.54915248,23,115.9045502,1
790,12850.86367,83.58327837,3.151452756,96.70532764,6,278.2599205,1
674,6721.533078,97.82280184,3.319087349,63.12438755,15,131.0288042,1
963,17902.0954,89.20710746,2.921357943,77.09660481,14,226.3435317,1
842,15842.21455,94.19342687,3.479836486,81.29594749,4,428.6396097,1
340,6015.025429,99.67423166,1.022813488,95.94772215,0,362.5079799,0
663,15617.52646,81.00350701,2.997583359,99.90784875,19,498.2290795,1
195,13153.07326,81.9338912,1.79245657,90.1355246,21,168.8617697,1
999,6225.880186,94.40913483,4.730792285,98.83163962,21,258.8216945,1
833,11874.50962,85.63650007,3.92932244,91.4840453,8,423.8560865,1
584,12270.44431,83.68602794,4.87631517,98.52810564,20,186.276641,1
506,7486.618102,80.7872376,0.669002314,88.29082904,4,161.4887385,0
330,19185.47221,80.43693424,1.783099288,63.19053702,21,271.0450228,1
848,17749.63057,95.48971206,1.37940164,76.07680748,5,253.4905961,1
754,15035.33506,82.68866855,0.550195643,85.86389135,2,492.0823764,0
270,11934.43342,89.35441232,1.590465786,74.02874038,5,282.5006116,1
640,11176.48312,92.1179363,3.554491926,70.93535672,7,444.3785372,1
135,14764.60201,88.56703601,1.53990015,83.09597069,5,455.1862077,0
624,13181.47804,80.54213305,2.790515505,97.34007507,15,163.1486856,1
259,5934.096588,95.67003005,4.495181517,61.39927494,15,386.1219205,1
938,12687.53973,80.21026449,3.621910642,90.76924814,20,211.0428557,1
798,17096.05426,95.23779789,2.275830815,88.90909112,2,137.8955873,0
342,11888.59816,97.86608988,2.176110225,98.55813702,16,449.8819644,1
185,5779.348663,88.65679842,2.550811163,97.22844889,20,216.9732164,1
895,16794.17299,90.71084946,1.296686485,90.48930248,5,238.1462681,1
677,8020.456732,89.53966785,3.353003453,80.81635059,5,229.5956146,1
781,8879.312523,87.78417237,2.138687686,68.17070213,21,180.1181692,1
656,7470.595301,97.74849071,4.335644072,81.80942873,18,273.8013528,1
673,9953.225973,97.87867021,3.90448697,90.61407976,19,271.3171283,1
745,16351.27259,86.71632729,3.247309238,95.82676851,14,263.5006503,1
895,12790.78789,92.30139508,2.138910002,91.58848037,18,466.5190989,1
127,8073.219112,98.53815124,1.444693243,67.81067741,1,235.9006515,1
719,18167.45117,99.24116998,3.992683388,83.98745257,7,112.1515633,1
655,18193.72782,90.17918081,2.688840945,73.28693838,6,171.3748025,1
439,18058.67638,89.05649611,1.511375172,60.3682267,7,388.5988306,1
897,8581.943171,85.57388632,1.378285768,68.00883743,12,336.3434425,1
430,11768.59016,99.17743746,1.24430407,64.528826,21,480.6939215,1
739,19774.84484,82.85628609,3.997225383,93.70876494,14,377.7740429,1
605,16580.18714,91.59659152,1.530442334,70.34025009,11,177.6966694,1
447,5407.511318,85.65100535,2.869890186,71.38791876,14,148.2576875,1
572,5978.068869,85.58016581,2.531958624,98.39746287,13,308.3039101,1
330,11958.97065,88.09937175,3.108249047,75.16346892,6,366.1050945,1
289,18638.30309,99.97585872,4.447197052,60.38342561,16,166.2546952,1
324,13080.52697,81.09932614,4.404863255,71.35384593,4,340.6772042,1
484,12467.18762,91.57083636,2.529842323,64.77198322,19,446.0114736,1
476,6582.105499,81.65144316,0.569148128,64.11234247,9,391.0275712,1
382,14851.70157,83.0904166,2.418997126,63.09949161,18,365.6764324,1
732,17331.54741,88.79125884,3.227870918,83.73037881,17,415.7324218,1
727,10706.30011,90.20920263,3.009941416,67.57390895,23,141.6330836,1
844,16634.17776,85.17584817,3.431012476,74.44971176,9,181.5325823,1
358,19467.14981,86.32914262,1.193340796,94.48070865,1,115.2397988,0
458,8056.496887,81.73934041,3.409407945,76.97352559,5,157.9911782,1
809,12849.94447,86.06439568,1.321932284,96.627654,2,465.2729371,1
555,9307.069371,99.33116879,3.877357913,79.91752214,18,188.8579712,1
510,16892.81629,98.89414763,2.02589426,75.95346459,4,364.8388865,0
748,13663.90049,86.6975658,3.69452945,90.01555708,6,376.6268997,1
417,14518.73626,91.41707873,0.715395195,62.92700395,6,358.1301838,1
776,16968.71239,98.19190782,2.335370115,63.57913532,9,321.5684195,1
324,10939.55709,80.12367645,3.67265535,86.07894856,0,294.452139,1
918,18726.35103,96.21367141,1.520917323,79.47762853,10,267.9683367,1
333,12995.43301,98.96739106,4.078791702,91.61661001,22,466.7594786,1
783,7369.322343,81.82651469,3.338508799,96.65083349,6,103.8057444,1
763,15438.48677,83.22895372,3.144027975,75.53467511,5,121.3958504,1
926,16898.92026,99.21492606,2.090969844,83.85640106,5,297.0049862,1
473,9751.425156,90.75080287,2.671031617,80.02786511,12,232.2040327,1
771,17857.68885,80.28393269,3.188071854,99.26442623,15,263.2920852,1
707,18592.14882,85.15263998,2.626079513,93.24337629,12,499.1394078,1
571,9153.567311,88.99887349,3.642409958,96.46950833,1,410.0538797,1
332,19752.82209,93.85817822,2.451636199,70.1736035,18,450.9631824,1
791,7110.672921,94.66320756,1.410229318,90.90105693,18,247.4298257,1
212,8030.235026,99.90843026,1.462702023,70.618929,18,195.824176,1
929,7763.372589,85.75022399,0.52611696,68.34970134,17,407.1961873,1
596,18409.84565,90.76440204,1.85430972,97.77064639,5,423.0304377,0
541,14814.38828,90.66647096,3.870129382,60.77217667,1,319.9593784,1
663,7281.564248,88.11290519,4.07373219,98.61554815,18,458.3766059,1
367,11604.85128,83.38323788,1.411103939,65.97047588,5,486.9301027,1
609,14229.47038,99.54913126,4.815697986,92.77752327,19,288.4082714,1
906,6251.961275,97.06634373,2.760812571,71.03690212,22,189.0666671,1
485,18236.24553,89.96666057,4.626404371,74.0280931,21,306.8452428,1
486,17054.05303,92.06490845,3.680443768,68.67030845,14,495.8132895,1
212,12578.1016,84.54522107,3.750950404,83.4205617,5,217.1707439,1
712,19506.89923,90.87574141,0.882696296,73.9238219,2,347.0397295,1
724,11266.41469,93.89940266,1.489960071,86.29572158,10,377.5934656,0
180,19761.65479,90.30334057,0.53966675,60.62589272,7,185.5715177,1
798,15018.79998,99.80570341,3.722574382,62.57499534,21,335.3836491,1
212,14520.0691,92.22683312,2.049972298,63.98644611,17,225.8028024,1
101,7489.323429,87.41947425,4.039936322,76.75974741,16,441.6838436,1
741,18228.91637,95.44304055,2.02521299,92.59184691,18,385.9014283,1
319,11412.34532,83.40925023,4.187001885,95.52711642,18,430.506571,1
665,7433.501087,87.69031627,1.088142142,69.7924296,23,179.8729578,1
954,5189.1128,86.93917901,1.280179205,82.97478897,20,113.8298823,1
835,13396.33525,88.6361419,2.033944428,90.73459971,16,440.2102739,1
324,12910.99433,95.63559652,2.33819325,71.5531772,3,254.7016802,1
484,15790.30434,89.68346064,2.069162649,76.36030947,6,171.8889648,0
502,18353.8708,95.88028901,3.936411646,80.95896811,4,136.7581461,1
737,6191.09877,91.52977806,0.936281267,65.39499386,15,306.6003224,1
229,15972.44736,86.84138869,2.080476588,61.03929175,5,160.051181,1
152,7811.179161,96.19957487,4.267579998,66.11223237,13,326.6768098,1
783,17872.6558,84.76579341,0.800586848,85.07414485,19,390.922617,1
829,17285.95271,84.4876596,4.740545785,62.94473046,1,314.0232686,1
771,13111.90632,90.09005848,4.93842579,67.58785459,17,461.4799131,1
809,15653.64198,85.21698492,0.898556782,73.51415543,17,162.2278497,1
515,9715.251698,80.1817407,1.81072635,63.11480257,12,297.5813893,1
346,12067.51848,92.96595055,2.175802997,67.66797085,17,165.2761838,1
935,17324.55347,90.22187643,3.993761159,96.45079156,16,450.3607706,1
538,11888.97796,88.91035629,3.181670655,60.77196529,12,472.8957105,1
302,10366.97398,99.33937029,3.399645652,86.13727697,11,259.9983527,1
283,12413.18671,91.42398368,3.908794203,75.37635724,2,222.2993031,1
222,17423.73879,97.26863156,1.030905497,86.90594958,21,211.7264382,1
500,10028.12071,82.78900472,4.249442556,83.54766881,6,443.8909384,1
866,7606.423897,91.38412926,3.675289119,68.93995017,0,372.9767699,1
393,15680.2103,97.35959253,3.098037763,93.8883795,4,452.2372219,1
379,17389.67319,91.66211515,4.503809007,79.6776153,20,147.0067318,1
936,6509.562178,94.36028356,3.651378592,92.90144076,0,290.4111711,1
983,8598.111691,87.44087136,1.407649832,76.24050145,3,370.4716378,1
709,7129.579846,81.84899034,2.433854215,99.38742216,0,458.8363043,0
297,10219.12117,89.1580059,2.723192901,90.81957434,12,252.8076856,1
610,11755.26468,87.88958782,0.74847932,98.6380082,13,225.2360291,1
851,16232.39505,97.34120365,4.79586881,80.57305916,14,465.1862837,1
243,14767.21377,84.87990605,1.078597674,78.94764529,16,119.0133079,1
708,14313.92851,99.33468455,3.638575703,90.21815237,11,291.8381959,1
300,10285.6242,99.1627624,2.778039662,95.21165052,6,283.4506242,0
223,17621.7133,84.95263286,0.615345124,98.56583183,22,158.4225656,1
286,12069.30751,86.96103911,4.661363641,72.98207624,18,257.9800445,1
425,19686.57407,97.91111482,4.33326564,91.94818295,22,389.039896,1
563,14512.13207,99.33244442,2.859160676,68.42582391,2,246.7473778,1
448,6893.971123,88.86878206,1.530240513,81.82297387,17,223.8641918,1
870,15142.66343,86.41994091,1.047303008,67.19392594,3,412.7581992,1
759,9876.560231,90.52188027,2.135266157,73.89589447,2,495.4861644,1
863,15294.90795,93.75538413,1.649427265,97.25433469,11,411.7409496,1
502,6044.617222,85.46949031,2.780110405,65.84362799,22,438.5373153,1
445,7623.221558,94.72946349,4.848841833,85.29603581,11,475.8002999,1
610,17836.05888,81.03314714,3.08729072,83.71817092,16,420.7089864,1
246,8407.693355,80.98588986,4.504689752,64.82953411,5,492.1417159,1
247,17555.61688,87.7257541,3.428954769,73.03916175,14,398.9137019,1
963,9189.141327,87.06946384,2.63860937,82.51926018,1,364.6090205,1
810,14643.22865,86.31266431,4.345734032,67.48714436,7,377.3394197,1
919,15412.2586,89.82039525,2.621156496,92.02494626,13,460.0327307,1
588,12689.8213,86.41467165,4.408826767,98.88626038,4,373.2032603,1
739,9579.66015,83.84515837,1.812095463,68.590376,2,404.4820684,1
650,8189.665646,86.18939098,1.079658832,67.47647859,9,186.4039735,1
437,5497.840318,99.49808546,4.34891509,78.19740287,6,465.0598452,1
971,9559.196019,88.22226834,3.143368237,89.91061109,10,278.8852969,1
740,14797.44186,88.89425554,4.500915792,71.26402441,14,164.4269324,1
878,19074.57228,91.5308998,4.720222431,60.79519635,1,419.9148766,1
572,18068.06723,99.66681537,0.741327757,81.64882512,4,242.5572071,0
250,16490.97165,84.83202553,2.754361858,98.26402271,10,173.6476572,0
514,16826.71015,93.62564221,2.187340471,75.65107422,7,202.5004637,0
397,14974.77355,94.31969387,3.316362787,76.80538217,12,113.9795922,1
710,8904.302863,92.14648834,4.071160387,98.75606868,10,136.2491932,1
362,18607.92546,81.77156679,1.762655972,87.78430447,16,337.0498942,1
863,15060.98468,93.53744552,3.00559273,88.76687691,14,446.4871312,1
243,13406.60946,81.28189422,3.68927861,82.50808021,0,279.4121654,1
445,6664.842038,91.92285299,1.104939873,98.98436843,18,350.4232569,1
723,11705.83316,94.79162354,4.163301077,87.55465938,15,423.8932405,1
671,11905.37407,84.21939781,3.227493199,95.80131006,18,242.7075642,1
980,17968.45414,96.83244015,4.772918467,87.97515463,12,361.7256281,1
101,13199.7233,80.60707611,2.027880136,89.40463299,22,240.1729703,1
996,10706.00823,96.87625727,0.986656741,71.61643689,21,357.0861419,1
403,19652.00493,89.20658101,2.779255405,72.13914792,22,187.0430881,1
353,6660.8089,84.3517588,0.886148473,91.31938598,3,491.1358617,0
751,11338.22642,82.6755629,4.862869355,71.86825157,10,130.4711074,1
552,5630.370128,99.06614335,0.674082312,82.51080283,17,302.0931398,1
136,16098.56181,81.45331175,3.890767555,69.97409244,17,214.5185652,1
259,18771.14828,83.9818684,2.862960792,92.67933523,9,340.3351339,0
108,9200.559943,86.95644695,2.158792936,64.42005405,16,271.322792,1
332,17875.12515,92.40469698,0.79628974,93.17786559,12,222.666235,1
198,9383.273457,90.89602171,3.299751159,84.10919202,13,200.0150553,1
758,18661.55242,82.51286985,3.133491482,67.47638139,6,172.9994457,1
915,16309.42855,85.79455967,1.763974729,81.68141542,9,413.1517265,1
307,17073.60165,84.77503542,4.595997656,71.29995347,2,188.8799748,1
230,5270.098334,84.27085709,1.868495033,72.93869339,1,409.4104786,1
503,19442.15536,88.22288673,2.523764348,74.06112166,18,294.0154437,1
251,15900.06488,94.08062905,2.946931052,62.53276988,6,128.8912085,1
153,9571.266431,84.34905864,0.951043452,99.43846738,4,166.1770711,0
219,17440.91997,87.33357759,4.694727736,61.26138513,2,457.1618576,1
772,9222.817976,87.81834854,2.185412686,86.49987493,1,341.1263288,0
727,18091.30759,99.52913059,0.863506462,74.84910591,22,173.7332715,1
686,6688.705856,99.09332714,2.242810282,85.84041164,21,381.5059661,1
724,15555.28966,96.00275166,3.200911462,74.24993012,5,429.3046978,1
519,13110.47715,84.83317842,2.811437023,86.95002585,13,232.261259,1
521,6448.017053,81.36074628,3.625438883,89.16942038,6,322.6380851,1
203,8628.407424,86.33808275,0.749677739,87.62210562,21,217.3799881,1
951,5186.060544,85.33589099,1.780432746,64.55847925,1,132.0246871,1
353,12031.51948,90.118516,4.186537596,86.27572939,10,259.8036311,1
326,9518.978911,95.5545582,0.859521595,71.19950198,20,400.5728076,1
211,13975.36226,97.16645878,4.349686796,61.15205482,2,283.4721116,1
609,9458.567116,96.89728171,0.913532414,76.59322688,8,262.1076032,0
572,9498.786673,87.19351122,4.255043967,77.34172411,7,246.4028755,1
198,16147.89798,93.74468687,2.123547805,78.68696533,10,283.5667291,0
252,5722.14254,86.25668395,3.254940785,88.19296662,17,227.2915809,1
960,18543.42493,81.21811086,1.18799202,72.35375237,0,344.873678,1
995,17783.95812,94.03130531,0.797759248,72.61122052,14,125.4263918,1
977,15017.07025,80.19655105,1.471721918,62.42209025,3,422.9552694,1
437,13898.32355,88.18365175,1.075342181,87.47284864,3,169.2667789,0
805,18384.53747,86.58758539,1.90582654,82.71304366,9,353.3778913,1
921,7779.952693,93.86755077,2.814724609,73.97700451,10,279.9530092,1
262,6184.537433,95.32490946,3.149417586,88.20755916,17,409.3974188,1
819,8592.652549,86.08189272,4.054406483,81.49430997,22,430.4559947,1
780,16918.67418,96.23254029,3.45307952,78.76979783,14,181.6801489,1
260,5520.054001,85.87833521,3.239412463,80.45298175,2,370.871659,1
679,13742.10253,88.9265272,2.353019124,85.45392501,6,175.9630027,0
900,19931.56274,94.54037054,2.632137957,86.40010418,6,149.5993043,1
497,17835.44141,93.85840458,2.365343732,71.55831277,16,472.1184406,1
376,12821.68534,99.74736945,4.289747135,65.62973454,21,165.7556282,1
915,5954.613639,84.50322048,1.535002036,66.26536725,19,191.252773,1
603,17470.60272,93.24635827,0.525744192,85.57563544,23,152.1296031,1
995,13984.67762,92.19363817,3.430939538,94.91493143,15,288.1167557,1
